sl_no,district,market,commodity,variety,grade,min_price,max_price,modal_price,price_date
1,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,1800,2400,2300,2025-03-10
2,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,1800,2400,2300,2025-03-12
10,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2400,2300,2025-03-18
3,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,1800,2400,2300,2025-03-21
26,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-03-22
29,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-03-24
31,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-03-25
33,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-03-28
14,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-01
15,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-02
16,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-03
17,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-04
20,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-08
21,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-09
22,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-10
23,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-11
8,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2400,2300,2025-04-12
9,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2400,2300,2025-04-15
24,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-21
25,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-22
27,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-23
28,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-24
30,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-25
32,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-04-26
11,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2400,2300,2025-04-28
12,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2400,2300,2025-04-29
13,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2400,2300,2025-04-30
4,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2400,2300,2025-05-01
5,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2400,2300,2025-05-02
6,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2400,2300,2025-05-03
18,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-05-05
7,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2400,2300,2025-05-06
19,Mahbubnagar,Alampur,Paddy(Dhan)(Common),Common,FAQ,2000,2500,2300,2025-05-07
34,Nalgonda,Aler,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-07
35,Nalgonda,Aler,Paddy(Dhan)(Common),1001,Non-FAQ,2300,2300,2300,2025-05-07
44,Adilabad,Asifabad,Paddy(Dhan)(Common),1001,FAQ,2320,2320,2320,2025-04-22
38,Adilabad,Asifabad,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-23
41,Adilabad,Asifabad,Paddy(Dhan)(Common),1001,FAQ,2300,2320,2320,2025-04-24
45,Adilabad,Asifabad,Paddy(Dhan)(Common),1001,FAQ,2320,2320,2320,2025-04-26
39,Adilabad,Asifabad,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-27
40,Adilabad,Asifabad,Paddy(Dhan)(Common),1001,FAQ,2300,2320,2300,2025-04-30
36,Adilabad,Asifabad,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-02
43,Adilabad,Asifabad,Paddy(Dhan)(Common),1001,FAQ,2300,2400,2320,2025-05-03
37,Adilabad,Asifabad,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-04
42,Adilabad,Asifabad,Paddy(Dhan)(Common),1001,FAQ,2300,2400,2300,2025-05-06
46,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Hansa,FAQ,1787,1787,1787,2025-04-04
56,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Paddy,FAQ,1410,2089,1965,2025-04-04
54,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Hansa,FAQ,1909,1909,1909,2025-04-07
66,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Paddy,FAQ,1931,2259,2121,2025-04-07
47,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Hansa,FAQ,1801,1801,1801,2025-04-08
64,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Paddy,FAQ,1825,2271,1975,2025-04-08
52,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Hansa,FAQ,1853,1853,1853,2025-04-09
65,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Paddy,FAQ,1871,2255,1989,2025-04-09
57,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Paddy,FAQ,1410,2278,1979,2025-04-10
48,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Hansa,FAQ,1806,1969,1849,2025-04-21
62,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Paddy,FAQ,1805,2266,1901,2025-04-21
49,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Hansa,FAQ,1809,2009,1809,2025-04-23
59,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Paddy,FAQ,1802,2351,1851,2025-04-23
53,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Hansa,FAQ,1869,1869,1869,2025-04-24
60,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Paddy,FAQ,1802,2359,1909,2025-04-24
50,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Hansa,FAQ,1809,2011,1829,2025-04-25
63,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Paddy,FAQ,1809,2359,2329,2025-04-25
51,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Hansa,FAQ,1809,2015,1829,2025-04-28
61,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Paddy,FAQ,1803,2369,2269,2025-04-28
55,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Hansa,FAQ,1992,2006,2001,2025-05-02
58,Mahbubnagar,Badepalli,Paddy(Dhan)(Common),Paddy,FAQ,1800,2249,1900,2025-05-02
73,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-06
79,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-12
82,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-15
85,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-19
87,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-20
89,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-21
93,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-24
96,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-26
69,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-03
70,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-04
71,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-05
72,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-06
76,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-09
77,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-10
78,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-11
80,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-14
81,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-15
83,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-16
84,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-17
86,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-20
88,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-21
90,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-22
91,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-23
92,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-24
94,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-25
95,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-26
97,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-27
98,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-28
99,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-29
100,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-30
67,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-01
68,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-02
74,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-06
75,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-07
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-08
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-08
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-08
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-08
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-08
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
1,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
130,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-07
132,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-08
134,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-09
135,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-11
136,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-12
138,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-14
140,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-15
141,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-16
142,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-17
143,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-18
145,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-19
146,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-20
147,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-21
148,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-22
149,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-23
150,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-24
151,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-26
152,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-27
153,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-28
154,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-29
155,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-03-31
123,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-04-01
124,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-04-02
125,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-04-03
126,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-04-04
127,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-04-05
128,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-04-06
129,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-04-07
131,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-04-08
133,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-04-09
107,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-11
108,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-12
109,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-13
137,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-04-14
139,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-04-15
110,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-16
111,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-18
144,Nalgonda,Bhongir,Paddy(Dhan)(Common),I.R. 64,FAQ,2300,2300,2300,2025-04-19
112,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-20
113,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-21
114,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-22
115,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-23
116,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-24
117,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-25
118,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-26
119,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-27
120,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-28
121,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-29
122,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-04-30
101,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-01
102,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-02
103,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-03
104,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-04
105,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-06
106,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-07
2,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-08
2,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-08
2,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-08
2,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-08
2,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,2300,2300,2300,2025-05-08
179,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-18
181,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-19
183,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-20
185,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-22
189,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-25
191,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-26
193,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-27
195,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-28
197,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-29
199,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-30
200,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-03-31
156,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-01
158,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-02
160,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-03
162,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-04
164,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-05
166,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-06
167,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-07
169,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-08
170,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-09
171,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-10
172,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-11
173,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-13
174,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-14
175,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-15
176,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-16
177,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-17
178,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-18
180,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-19
182,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-20
184,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-21
186,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-23
187,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-24
188,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-25
190,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-26
192,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-27
194,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-28
196,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-29
198,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-04-30
157,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-01
159,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-02
161,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-03
163,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-04
165,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-05
168,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-07
3,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-08
3,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-08
3,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-08
3,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-08
3,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-08
2,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
2,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
2,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
2,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
2,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
2,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
2,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
2,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,FAQ,2320,2320,2320,2025-05-09
